word,tmin,order,logfrqhal,sndpwr,phrases,bin
you,7.253283631,567,15.43,3.5438E-09,2,two
see,7.388559631,568,13.27,3.9292E-09,4,three+
Alice,7.699410631,569,8.65,3.8452E-09,2,two
had,8.094512631,570,13.53,3.567E-09,1,one
learnt,8.250158631,571,8.86,3.8338E-09,1,one
several,8.465668631,572,12.05,3.8853E-09,1,one
things,8.860771631,573,12.48,3.7586E-09,2,two
of,9.219954631,574,16.21,3.651E-09,1,one
this,9.339682631,575,14.99,3.6827E-09,1,one
sort,9.567165631,576,11.28,4.2374E-09,2,two
in,9.794648631,577,15.9,3.361E-09,1,one
her,9.926349631,578,13.3,3.9203E-09,1,one
lessons,10.08199563,579,12.24,3.6092E-09,6,three+
in,10.51044763,580,15.9,3.5463E-09,1,one
the,10.60879863,581,16.96,3.6856E-09,1,one
school,10.72852663,582,11.69,3.5923E-09,6,three+
room,11.11381763,583,11.35,3.8072E-09,,FALSE
and,11.74621363,584,16.19,4.0575E-09,1,one
though,11.95457563,585,12.2,3.7827E-09,1,one
this,12.06387963,586,14.99,3.9617E-09,2,two
was,12.28498863,587,14.56,3.5112E-09,1,one
not,12.44063463,588,14.77,3.9862E-09,1,one
a,12.64462563,589,16.18,3.7076E-09,1,one
very,12.75192763,590,13.28,3.6987E-09,1,one
good,13.24281163,591,13.35,4.5173E-09,2,two
opportunity,13.47324963,592,10.93,3.7181E-09,2,two
for,14.23655363,593,15.42,4.3501E-09,1,one
showing,14.41614563,594,10.12,4.0778E-09,1,one
off,14.85699863,595,12.65,4.4789E-09,2,two
her,15.11056663,596,13.3,3.6848E-09,1,one
knowledge,15.19437663,597,11.34,3.7105E-09,2,two
as,15.75709763,598,14.79,3.9022E-09,1,one
there,15.93668963,599,14.09,4.1082E-09,2,two
was,16.09233563,600,14.56,3.6708E-09,1,one
no,16.27192763,601,13.96,3.662E-09,1,one
one,16.43954663,602,14.17,3.8405E-09,1,one
to,16.58322063,603,16.35,3.529E-09,1,one
listen,16.77246763,604,10.43,4.1732E-09,1,one
to,17.08607763,605,16.35,3.8144E-09,1,one
her,17.28976663,606,13.3,4.0014E-09,18,three+
still,18.00798163,607,12.8,3.3124E-09,2,two
it,18.31422063,608,15.37,3.9537E-09,2,two
was,18.42702963,609,14.56,3.7067E-09,1,one
good,18.61859463,610,13.35,4.1694E-09,1,one
practice,18.79818563,611,10.7,3.735E-09,1,one
to,19.31301563,612,16.35,3.6501E-09,1,one
say,19.38505963,613,12.79,3.6189E-09,1,one
it,19.67375863,614,15.37,3.917E-09,2,two
over,19.78522663,615,13.02,3.5087E-09,10,three+
yes,20.63002263,616,12.19,0.0083014,2,two
that,21.12090763,617,15.48,0.0051777,2,two
s,21.36644463,618,15.68,0.00025722,1,one
about,21.43219963,619,14.08,0.0048753,1,one
the,21.71954663,620,16.96,0.00068065,1,one
right,21.81532863,621,12.87,0.00020265,1,one
distance,22.11464863,622,10.3,0.012936,5,three+
but,23.18022663,623,14.57,0.0025094,1,one
then,23.34784563,624,13.47,0.0045236,2,two
I,23.51076263,625,15.79,0.0088782,2,two
wonder,23.65036763,626,10.86,0.010988,1,one
what,24.00634963,627,14.1,0.000098449,2,two
Latitude,24.17712863,628,7.96,0.0034858,1,one
or,24.82182563,629,14.78,0.001102,1,one
Longitude,24.94022663,630,6.95,0.0021008,1,one
I,25.57799163,631,15.79,0.0048482,2,two
ve,25.70940763,632,14.92,9.0839E-06,1,one
got,25.77832263,633,12.61,0.00053058,1,one
to,26.11436663,634,16.35,0.0027197,11,three+
Alice,27.16716563,635,8.65,3.5915E-06,2,two
had,27.59113663,636,13.53,0.00016349,1,one
no,28.00526063,637,14.77,0.00015939,1,one
idea,28.35477763,640,11.8,0.0031293,2,two
what,28.68770963,641,14.1,0.0012287,2,two
Latitude,28.84335663,642,7.24,0.0026943,2,two
was,29.40607763,643,14.56,0.00041833,2,two
or,30.17233563,644,14.78,0.00048287,1,one
Longitude,30.31600963,645,6.95,0.0013651,1,one
either,30.89070263,646,12.17,0.011087,8,three+
but,31.93233563,647,14.57,0.0012685,1,one
thought,32.08798163,649,12.07,0.000088111,1,one
they,32.31546463,650,14.3,0.0002468,2,two
were,32.43519263,651,13.41,0.00043542,1,one
nice,32.55492063,652,11.64,0.013572,1,one
grand,32.89015863,653,10.01,0.00052213,1,one
words,33.27328863,654,11.51,9.7876E-07,2,two
to,33.70494363,655,16.35,4.7366E-07,1,one
say,33.81316563,656,12.79,0.0038942,13,three+
Presently,35.16498863,657,8.85,0.015392,2,two
she,35.61995463,658,13.1,7.5977E-07,2,two
began,35.85941063,659,10.61,0.00023085,1,one
again,36.26648563,660,12.43,0.0099424,4,three+
I,37.59546463,661,15.79,0.0040673,2,two
wonder,37.73208963,662,10.86,0.00040925,1,one
if,38.12817963,663,14.65,0.00070922,1,one
I,38.24181263,664,15.79,0.00027869,2,two
shall,38.40054563,665,11,2.1826E-07,1,one
fall,38.79274363,666,10.74,3.4899E-07,1,one
right,39.11600963,667,12.87,4.4166E-07,2,two
through,39.35546463,668,12.63,3.1624E-06,1,one
the,39.88226763,669,16.96,0.017201,1,one
earth,40.07216363,670,11.03,0.014891,11,three+
How,41.04362863,671,13.52,0.001891,2,two
funny,41.40281163,672,10.51,0.014011,2,two
it,41.69015863,673,15.37,0.0027324,2,two
ll,41.80957263,674,14.35,0.00086732,1,one
seem,41.92961463,675,11.71,0.000001587,1,one
to,42.24090763,676,16.35,0.00020651,1,one
come,42.33668963,677,12.35,0.00077736,1,one
out,42.57203263,678,13.9,0.014668,2,two
among,42.72981063,679,11.01,0.0005723,1,one
the,43.04308363,680,16.96,0.00016631,1,one
people,43.15083963,681,13.55,0.016347,2,two
that,43.66566863,682,15.48,0.00012035,2,two
walk,43.83328863,683,10.41,0.0057655,1,one
with,44.10866263,684,14.97,0.012342,1,one
their,44.25233563,685,14.09,0.011156,1,one
heads,44.41995463,686,9.79,0.0024348,3,three+
downward,44.81505663,687,6.49,0.006107,15,three+
The,46.10811763,688,16.96,0.0018758,1,one
Antipathies,46.25192363,689,4.47,0.000067371,2,two
I,47.24553263,690,15.79,0.015911,2,two
think,47.56879863,691,13.39,0.0060441,4,three+
she,48.95285963,692,13.1,0.00044664,2,two
was,49.10869863,693,14.56,0.0016615,1,one
rather,49.35274363,694,11.89,0.0007286,1,one
glad,49.69995463,695,10.15,0.015858,1,one
there,49.96335663,696,14.09,0.00416,2,two
was,50.09505663,697,14.56,0.0033461,1,one
no,50.44226763,698,13.96,0.0045485,1,one
one,50.56199563,699,14.17,0.027238,3,three+
listening,50.76290263,700,9.83,0.016865,1,one
this,51.24444463,701,14.99,0.014667,1,one
time,51.45995463,702,13.58,0.0019003,2,two
as,51.92689363,703,14.79,0.00024562,1,one
it,52.06513863,704,15.37,0.00169,2,two
did,52.20226763,705,12.85,0.000066063,1,one
nt,52.37652063,706,14.77,8.1772E-07,1,one
sound,52.48961463,707,11.71,4.3633E-07,1,one
at,52.87317663,708,14.5,0.0053171,1,one
all,52.97145863,709,14.35,0.016158,1,one
the,53.21995463,710,16.96,0.016077,1,one
right,53.33968263,711,12.87,0.011528,1,one
word,53.61505663,712,11.84,0.0018929,15,three+
but,55.17151963,713,14.57,2.1347E-06,1,one
I,55.23582963,714,15.79,0.000021872,2,two
shall,55.40110663,715,11,0.0069363,1,one
have,55.60253963,716,14.92,0.0087672,1,one
to,55.77015863,717,16.35,0.0028547,1,one
ask,55.92580563,718,11.84,0.000081656,1,one
them,56.21315163,719,13.59,0.000082865,2,two
what,56.38657763,720,14.1,0.0048287,2,two
the,56.57233563,721,16.96,0.000001936,1,one
name,56.73995463,722,12.6,0.0026065,2,two
of,56.96743763,723,16.21,0.0017559,1,one
the,57.03927463,724,16.96,0.00053851,1,one
country,57.11111163,725,11.58,2.6815E-06,4,three+
is,57.60199563,726,15.68,2.0435E-07,1,one
you,57.86539663,727,15.43,4.6495E-07,2,two
know,57.99709763,728,13.59,4.2736E-07,1,one
Please,59.03873063,729,13.27,0.00037003,3,three+
Maam,59.37396863,730,11.07,0.014848,14,three+
is,60.03247163,731,15.68,0.0089958,1,one
this,60.27228563,732,14.99,0.0021823,1,one
New,60.51457663,733,13.47,0.000069392,1,one
Zealand,60.62911563,734,9.54,0.0004129,2,two
or,61.23515563,735,14.78,0.00066775,1,one
Australia,61.40908963,736,10.48,1.0872E-06,6,three+
and,63.22920663,737,16.19,0.00076829,1,one
she,63.28054363,738,13.1,0.020902,2,two
tried,63.46866263,739,11.69,0.018578,1,one
to,63.74156763,740,16.35,0.00042315,1,one
curtsey,63.80390063,741,3.332,0.002134,1,one
as,64.32668563,742,14.79,0.0045577,1,one
she,64.41084863,743,13.1,0.0042915,2,two
spoke,64.56802363,744,9.44,0.001345,9,three+
fancy,65.36036263,745,8.9,0.00040319,1,one
curtseying,65.79138363,746,0,0.00028312,2,two
as,66.51241563,747,14.79,1.7638E-06,1,one
you,66.65526763,748,15.43,4.1508E-06,4,three+
re,66.73779663,749,14.91,1.1889E-06,1,one
falling,66.85223063,750,9.5,0.020505,1,one
through,67.25244963,751,12.63,0.0084423,1,one
the,67.44362863,752,16.96,5.4688E-06,1,one
air,67.65913863,753,11.3,6.0426E-06,7,three+
Do,68.03985163,754,14.12,0.011923,1,one
you,68.15456663,755,15.43,0.00001914,2,two
think,68.26278763,756,13.39,0.00001903,1,one
you,68.43736963,757,15.43,0.0050544,2,two
could,68.59301563,758,13.21,0.0097778,1,one
manage,68.76063463,759,9.8,0.018321,1,one
it,69.12991863,760,15.37,0.000033986,9,three+
And,0.561145631,761,16.19,4.0478E-09,1,one
what,0.689847173,762,14.1,3.9305E-09,2,two
an,0.936113173,763,14.27,4.2403E-09,1,one
ignorant,1.115705173,764,9.29,3.426E-09,1,one
little,1.618562173,765,12.57,3.8165E-09,1,one
girl,1.858018173,766,10.61,3.6902E-09,3,three+
she,2.107547173,767,13.1,4.0909E-09,2,two
ll,2.220976173,768,14.35,3.8608E-09,1,one
think,2.312984173,769,13.39,3.7696E-09,1,one
me,2.528494173,770,14.08,3.8562E-09,2,two
for,2.648222173,771,15.42,3.8912E-09,1,one
asking,2.847481173,772,10.92,3.5982E-09,10,three+
No,4.108902173,773,13.96,3.8562E-09,2,two
it,4.527950173,774,15.37,3.8405E-09,2,two
ll,4.666011173,775,14.35,3.4399E-09,1,one
never,4.803324173,776,12.62,3.5678E-09,2,two
do,5.126589173,777,14.12,3.5087E-09,1,one
to,5.261374173,778,16.35,3.7548E-09,1,one
ask,5.371760173,779,11.84,4.3193E-09,8,three+
perhaps,6.383732173,780,11.6,3.917E-09,2,two
I,6.833959173,781,15.79,3.8866E-09,2,two
shall,6.910535173,782,11,4.1639E-09,1,one
see,7.113220173,783,13.27,4.299E-09,1,one
it,7.305637173,784,15.37,3.2229E-09,2,two
written,7.437338173,785,11.55,3.6033E-09,1,one
up,7.704109173,786,13.74,3.8857E-09,1,one
somewhere,7.877263173,787,10.71,3.857E-09,8,three+
Down,9.664277173,788,12.59,3.7358E-09,2,two
down,10.26291617,789,12.59,4.0364E-09,2,two
down,10.81366417,790,12.59,4.1293E-09,4,three+
There,11.98699817,791,14.09,3.8038E-09,2,two
was,12.15461717,792,14.56,4.3248E-09,1,one
nothing,12.32223617,793,11.99,3.6007E-09,2,two
else,12.71894017,794,12.08,3.5606E-09,2,two
to,13.01979617,795,16.35,3.3082E-09,1,one
do,13.13638517,796,14.12,4.1445E-09,1,one
so,13.45965117,797,14.05,3.6987E-09,1,one
Alice,13.66318817,798,8.65,3.7717E-09,2,two
soon,14.08223617,799,11.41,3.7612E-09,2,two
began,14.32169217,800,10.61,3.4817E-09,1,one
talking,14.64495717,801,11.27,3.9148E-09,1,one
again,15.19176917,802,12.43,3.7789E-09,13,three+
Dinah,16.79702417,803,13.065272,4.2201E-09,2,two
ll,17.12403517,804,14.35,3.819E-09,1,one
miss,17.31648717,805,10.34,3.99E-09,1,one
me,17.64764417,806,14.08,4.0077E-09,2,two
very,17.80577317,807,13.28,4.0407E-09,1,one
much,18.18890217,808,13.09,3.93E-09,1,one
tonight,18.56005917,809,9.5,3.9178E-09,5,three+
I,18.92607117,810,15.79,4.0233E-09,2,two
should,19.00305217,811,13.3,3.7304E-09,1,one
think,19.31350417,812,13.39,3.5948E-09,5,three+
Dinah,20.90959317,813,13.065272,0.0028478,2,two
was,21.25590217,814,14.56,0.0059876,1,one
the,21.48749517,815,16.96,0.01169,1,one
cat,21.59138817,816,10.56,0.00066234,5,three+
I,23.12299917,817,15.79,0.00051769,2,two
hope,23.22256217,818,11.92,0.0020416,1,one
they,23.45848517,819,14.3,0.016726,2,two
ll,23.56870017,820,14.35,0.0085507,1,one
remember,23.64895517,821,11.87,0.021021,1,one
her,24.04359617,822,13.3,0.0017708,1,one
saucer,24.15261217,823,7.15,0.0047144,2,two
of,24.61147117,824,16.21,0.0040673,1,one
milk,24.73801817,825,9.63,0.00043917,4,three+
at,25.07249417,826,14.5,0.0007195,1,one
tea,25.18504417,827,9.07,0.0023069,1,one
time,25.48033117,828,13.58,0.0018477,10,three+
Dinah,26.76141917,829,13.065272,3.2153E-07,2,two
my,27.09665817,830,14.39,2.9682E-07,1,one
dear,27.26427717,831,10.29,0.0099399,3,three+
I,27.51271417,832,15.79,0.0042152,2,two
wish,27.59951517,833,11.22,0.00028393,1,one
you,27.92278017,834,15.43,0.0042196,2,two
were,28.03053517,835,13.41,0.00016118,1,one
down,28.13829017,836,12.59,0.00054226,1,one
here,28.47352817,837,13.08,0.00088646,2,two
with,28.66509317,838,14.97,0.0049982,1,one
me,29.01230417,839,14.08,0.0031784,9,three+
There,29.89829017,840,14.09,0.0036409,2,two
are,30.06590917,841,14.91,0.0035921,1,one
no,30.10182817,842,13.96,0.0054044,1,one
mice,30.34671017,843,8.34,0.0013035,2,two
in,30.73638517,844,15.9,2.6461E-07,1,one
the,30.82019517,845,16.96,5.7279E-07,1,one
air,30.97584117,846,11.3,0.0063445,6,three+
I,31.20165917,847,15.79,0.0047709,2,two
m,31.26007417,848,13.213,0.00020347,1,one
afraid,31.34018317,849,10.06,0.0024108,5,three+
but,31.75407217,850,14.57,0.0010298,1,one
you,31.96958317,851,15.43,0.0017642,2,two
might,32.06536517,852,12.53,0.00074939,1,one
catch,32.33718017,853,10.03,0.00018698,1,one
a,32.58019517,854,16.18,0.013868,1,one
bat,32.65203217,855,8.77,0.0022159,5,three+
and,33.74155517,856,16.19,4.3827E-07,1,one
that,33.84931117,857,15.48,0.0062813,2,two
s,34.00050617,858,15.68,0.01046,1,one
very,34.10073917,859,13.28,0.0069052,1,one
like,34.37743117,860,13.87,0.011631,1,one
a,34.69127317,861,16.18,0.0026331,1,one
mouse,34.74727017,862,10.54,0.0028719,7,three+
you,35.16631717,863,15.43,0.021392,2,two
know,35.25538517,864,13.59,0.0045363,5,three+
But,36.35162417,865,14.57,0.0029726,1,one
do,36.51924317,866,14.12,0.010612,1,one
cats,36.62699817,867,9.78,0.000065071,2,two
eat,37.15380017,868,10.48,0.0050036,1,one
bats,37.40522917,869,8.26,0.0066336,2,two
I,37.79375817,870,15.79,0.006472,1,one
wonder,37.86302017,871,10.86,0.0058543,6,three+
And,39.51244017,872,16.19,6.8788E-07,1,one
here,39.71597717,873,13.08,0.018541,2,two
Alice,39.96740617,874,8.65,0.015286,2,two
began,40.43434517,875,10.61,0.0034492,1,one
to,40.82944717,876,16.35,0.015608,1,one
get,40.94917517,877,13.79,0.010197,1,one
rather,41.15271217,878,11.89,0.0064945,1,one
sleepy,41.40025117,879,7.09,0.01565,7,three+
and,42.38590917,880,16.19,0.00044026,1,one
went,42.55092317,881,11.66,0.014001,1,one
on,42.81693017,882,15.08,0.00076211,1,one
saying,43.00849417,883,11.47,0.000016677,1,one
to,43.42754217,884,16.35,0.000013544,1,one
herself,43.58318817,885,9.88,0.003345,3,three+
in,44.13393617,886,15.9,0.012856,1,one
a,44.21774617,887,16.18,0.0043455,1,one
dreamy,44.27761017,888,6.33,0.010405,1,one
sort,44.64876617,889,11.28,0.0034708,2,two
of,44.91805217,890,16.21,0.014415,1,one
way,45.09176017,891,13.1,0.0080395,12,three+
Do,45.91788217,892,14.12,0.0058476,1,one
cats,46.06006617,893,9.78,0.000043093,2,two
eat,46.48862317,894,10.48,2.4843E-06,1,one
bats,46.68414117,895,8.26,8.9148E-06,5,three+
Do,47.54618117,896,14.12,0.022287,1,one
cats,47.66590917,897,9.78,0.0028144,2,two
eat,48.07298417,898,10.48,0.013342,1,one
bats,48.30372817,899,8.26,0.016981,5,three+
and,49.13856217,900,16.19,0.0016543,1,one
sometimes,49.29685017,901,11.32,8.4461E-06,2,two
Do,50.07342517,902,14.12,0.00047278,1,one
bats,50.22493517,903,8.26,0.01166,2,two
eat,50.54743517,904,10.48,0.00035475,1,one
cats,50.72426417,905,9.78,0.021824,7,three+
for,51.94933017,906,15.42,0.00025204,1,one
you,52.06188017,907,15.43,0.0028051,2,two
see,52.15258617,908,13.27,0.0012799,4,three+
as,52.55080717,909,14.79,4.2888E-07,1,one
she,52.68250817,910,13.1,3.3682E-06,2,two
could,52.86210017,911,13.21,2.8391E-06,1,one
nt,53.06778617,912,14.77,0.012426,1,one
answer,53.20374417,913,11.6,0.014461,1,one
either,53.68822217,914,12.17,0.0014475,1,one
question,54.05937917,915,12.12,3.0471E-07,6,three+
it,54.89747417,916,15.37,0.0079575,2,two
did,55.07706617,917,12.85,0.0079033,1,one
nt,55.27152717,918,14.77,0.000023328,1,one
much,55.40033117,919,13.09,0.0097613,2,two
matter,55.61174417,920,11.61,0.0091627,1,one
which,55.97502517,921,13.8,0.00027641,1,one
way,56.19053517,922,13.1,0.00095704,2,two
she,56.33420917,923,13.1,0.003935,2,two
put,56.54971917,924,12.32,0.00012247,1,one
it,56.80114717,925,15.37,0.0020645,9,three+
She,57.93856217,926,13.1,2.4495E-07,2,two
felt,58.13012717,927,10.82,9.0756E-07,1,one
that,58.35761017,928,15.48,5.0568E-07,1,one
she,58.50128317,929,13.1,7.4787E-06,2,two
was,58.71679417,930,14.56,0.018692,1,one
dozing,58.93230417,931,5.09,0.01645,1,one
off,59.36332417,932,12.65,0.015176,7,three+
and,59.68658917,933,16.19,0.022255,1,one
had,59.85420917,934,13.53,0.010562,1,one
just,60.03380017,935,13.84,0.011641,2,two
begun,60.41693017,936,8.9,0.0018275,1,one
to,60.81203217,937,16.35,0.0028681,1,one
dream,60.91978717,938,10.39,0.0038499,1,one
that,61.26699817,939,15.48,0.00066761,1,one
she,61.38672617,940,13.1,1.4128E-06,2,two
was,61.59026317,941,14.56,3.4315E-06,1,one
walking,61.75788217,942,9.83,1.1669E-06,1,one
hand,62.17693017,943,11.73,0.01459,2,two
in,62.51541617,944,15.9,0.0024217,1,one
hand,62.64386817,945,11.73,0.00006998,4,three+
with,62.95516117,946,14.97,0.0007475,1,one
Dinah,63.13475317,947,12.85,0.015574,4,three+
and,63.94890217,948,16.19,0.0022308,1,one
saying,64.08588317,950,11.47,0.0006819,1,one
to,64.54754217,951,16.35,0.00012278,1,one
her,64.69121517,952,13.3,0.0011374,1,one
very,64.85883417,953,13.28,0.012498,1,one
earnestly,65.31380017,954,5.79,0.00038683,16,three+
Now,0.323245298,955,13.3,3.952E-09,2,two
Dinah,0.568708743,956,12.85,4.2306E-09,1,one
tell,1.039808743,957,12.21,3.5628E-09,1,one
me,1.422937743,958,14.08,4.2598E-09,2,two
the,1.590556743,959,16.96,3.7937E-09,1,one
truth,1.730401743,960,10.87,3.5374E-09,6,three+
did,2.380761743,961,12.85,3.5636E-09,1,one
you,2.600501743,962,15.43,4.2011E-09,2,two
ever,2.847699743,963,12.07,3.6197E-09,2,two
eat,3.206883743,964,10.48,3.8984E-09,1,one
a,3.379041743,965,16.18,4.3877E-09,1,one
bat,3.534880743,966,8.77,4.2754E-09,6,three+
when,4.739400743,967,13.76,4.0449E-09,2,two
suddenly,4.967131743,968,9.96,3.5805E-09,4,three+
thump,5.972597743,969,6.65,4.0043E-09,2,two
thump,6.738856743,970,6.65,3.827E-09,2,two
down,7.229740743,971,12.59,4.1538E-09,1,one
she,7.529060743,972,13.1,3.8663E-09,4,three+
came,7.756543743,973,11.65,4.0183E-09,1,one
upon,8.211509743,974,11.27,3.7164E-09,1,one
a,8.566976743,975,16.18,3.7371E-09,1,one
heap,8.654502743,976,8.37,3.7743E-09,2,two
of,8.917903743,977,16.21,3.8608E-09,1,one
sticks,9.013686743,978,8.54,4.0263E-09,1,one
and,9.469543743,979,16.19,4.0968E-09,1,one
dry,9.612325743,980,9.87,4.0073E-09,2,two
leaves,9.839808743,981,9.9,3.6632E-09,7,three+
and,10.90538674,982,16.19,3.6755E-09,1,one
the,11.07300574,983,16.96,4.3704E-09,1,one
fall,11.14484274,984,10.74,3.8393E-09,2,two
was,11.48008074,985,14.56,3.8237E-09,1,one
over,11.67207674,986,13.02,3.515E-09,6,three+
Alice,13.28797174,987,8.65,4.0567E-09,2,two
was,13.68307374,988,14.56,3.6071E-09,1,one
not,13.85069374,989,14.77,3.5594E-09,1,one
a,14.05370274,990,16.18,3.5374E-09,1,one
bit,14.13803974,991,11.98,3.8912E-09,2,two
hurt,14.35355074,992,10.24,3.6168E-09,4,three+
and,15.04797174,993,16.19,4.0483E-09,1,one
she,15.20361874,994,13.1,3.7578E-09,2,two
jumped,15.37123774,995,8.71,3.5611E-09,1,one
up,15.73042074,996,13.74,3.6974E-09,2,two
onto,15.93395874,997,10.53,4.039E-09,1,one
her,16.07763174,998,13.3,3.6691E-09,1,one
feet,16.22130574,999,10.6,3.8439E-09,3,three+
in,16.55654374,1000,15.9,4.0871E-09,1,one
a,16.69133574,1001,16.18,3.5568E-09,1,one
moment,16.74810774,1002,10.68,3.8709E-09,7,three+
she,18.05314174,1003,13.1,3.2942E-09,2,two
looked,18.26865274,1004,11.07,3.7346E-09,1,one
up,18.55599974,1005,13.74,3.8144E-09,4,three+
but,18.87926474,1006,14.57,4.0208E-09,1,one
it,19.01096574,1007,15.37,3.5543E-09,2,two
was,19.08280174,1008,14.56,3.6746E-09,1,one
all,19.22870174,1009,14.35,4.0381E-09,1,one
dark,19.48987674,1010,11.17,3.9309E-09,1,one
overhead,19.88497874,1011,9.05,4.0187E-09,6,three+
before,20.95055674,1012,12.75,0.00038785,2,two
her,21.44144174,1013,13.3,0.00041106,2,two
was,21.58511474,1014,14.56,0.0014239,1,one
another,21.83654374,1015,12.56,0.00027553,1,one
long,22.18375474,1016,12.52,0.012578,1,one
passage,22.45912874,1017,9.1,0.001586,4,three+
and,23.41695174,1018,16.19,0.012483,1,one
the,23.54865274,1019,16.96,0.0082375,1,one
White,23.62048874,1020,11.92,0.015351,1,one
Rabbit,23.90783574,1021,8.66,0.00080073,2,two
was,24.24307374,1022,14.56,0.0028346,1,one
still,24.37477474,1023,12.8,0.0057102,2,two
in,24.74547574,1024,15.9,0.00033329,1,one
sight,24.86565874,1025,9.57,0.001413,3,three+
hurrying,25.26076174,1026,5.02,0.00060833,1,one
down,25.79953674,1027,12.59,0.00071524,2,two
it,26.09885674,1028,15.37,0.00031955,8,three+
There,27.21232574,1029,14.09,0.00084464,2,two
was,27.36797174,1030,14.56,0.00079233,1,one
not,27.53559074,1031,14.77,0.00048687,1,one
a,27.73374674,1032,16.18,0.013817,1,one
moment,27.79899274,1033,10.68,0.01012,1,one
to,28.20606774,1034,16.35,0.000081209,1,one
be,28.28987674,1035,14.95,1.1237E-06,1,one
lost,28.40175074,1036,11.27,0.006414,9,three+
away,29.27164574,1037,11.92,0.000066329,2,two
went,29.58293774,1038,11.66,0.00046501,1,one
Alice,29.81042074,1039,8.65,0.0019136,2,two
like,30.22946874,1040,13.87,0.0024632,1,one
the,30.39708774,1041,16.96,0.00071469,1,one
wind,30.50484274,1042,10.07,9.842E-07,4,three+
and,31.00769974,1043,16.19,0.003951,1,one
was,31.18729174,1044,14.56,0.0040654,1,one
just,31.45069374,1045,13.84,0.014827,2,two
in,31.81344474,1046,15.9,0.0094574,1,one
time,31.92960474,1047,13.58,0.0021824,1,one
to,32.19300574,1048,16.35,0.0043732,1,one
hear,32.30076174,1049,11.41,0.0018713,1,one
it,32.52554174,1050,15.37,0.0057224,10,three+
say,32.67191774,1051,12.79,0.00078955,1,one
as,33.06599374,1052,14.79,0.00092195,1,one
it,33.22616174,1053,15.37,0.00019503,2,two
turned,33.34239374,1054,10.84,9.9884E-07,1,one
a,33.62874474,1055,16.96,1.0121E-06,1,one
corner,33.70157774,1056,10.05,6.5124E-07,8,three+
Oh,34.63545474,1057,11.64,0.0093393,1,one
my,34.88114474,1058,14.39,0.0088685,1,one
ears,35.05450274,1059,9.41,8.9389E-06,1,one
and,35.33567474,1060,16.19,0.00029455,1,one
whiskers,35.47355074,1061,6.08,8.2726E-06,2,two
how,36.08416274,1062,13.52,0.0004169,1,one
late,36.21586374,1063,10.92,0.00063804,2,two
it,36.47340974,1064,15.37,0.011288,2,two
s,36.59766974,1065,15.68,0.00015433,1,one
getting,36.72226874,1066,11.99,0.000027942,8,three+
She,37.65259774,1067,13.1,0.0016728,2,two
was,37.85613574,1068,14.56,0.007316,1,one
close,38.02375474,1069,11.35,0.001838,1,one
behind,38.35899274,1070,11.08,2.6872E-07,1,one
it,38.77555674,1071,15.37,4.1256E-07,4,three+
when,38.90974074,1072,13.76,3.0738E-07,2,two
she,39.02946874,1073,13.1,5.1164E-07,2,two
turned,39.22103374,1074,10.84,5.0861E-07,1,one
the,39.52035274,1075,16.96,8.5196E-07,1,one
corner,39.59218974,1076,10.05,0.00026912,7,three+
but,40.35844874,1077,14.57,0.016094,1,one
the,40.50212174,1078,16.96,0.003195,1,one
Rabbit,40.60987674,1079,8.66,0.0092802,2,two
was,40.98103374,1080,14.56,0.009932,1,one
no,41.20851674,1081,13.96,0.010522,1,one
longer,41.43599974,1082,11.2,0.013978,2,two
to,41.75926474,1083,16.35,0.0016988,1,one
be,41.92688374,1084,14.95,0.000016107,1,one
seen,42.06820674,1085,11.99,9.835E-07,9,three+
she,43.01640774,1086,13.1,0.000011044,2,two
found,43.25586374,1087,12.21,0.0141,1,one
herself,43.55518274,1088,9.88,0.0050912,2,two
in,44.05803974,1089,15.9,0.021279,1,one
a,44.17776774,1090,16.18,0.012052,1,one
long,44.23832374,1091,12.52,0.0038602,1,one
low,44.72851674,1092,11.36,0.0085426,2,two
hall,45.13559074,1093,10.42,0.0010549,2,two
which,45.55463874,1094,13.8,0.0063591,2,two
was,45.87790374,1095,14.56,0.0009854,1,one
lit,46.06946874,1096,8.59,0.00023528,1,one
up,46.30892474,1097,13.74,0.000027901,2,two
by,46.69205374,1098,14.4,8.7359E-06,1,one
a,46.88361874,1099,16.18,1.8371E-06,1,one
row,46.99137374,1100,9.55,0.023858,2,two
of,47.26674774,1101,16.21,0.013872,1,one
lamps,47.36252974,1102,7.37,0.000037724,2,two
hanging,47.79355074,1103,9.29,0.026468,1,one
from,48.09286974,1104,14.45,0.0072219,1,one
the,48.30838074,1105,16.96,0.017499,1,one
roof,48.44008074,1106,8.64,0.00015173,17,three+
There,49.61341474,1107,14.09,0.01343,2,two
were,49.79300574,1108,13.41,0.010833,1,one
doors,49.91273374,1109,9.43,0.000021381,2,two
all,50.40361874,1110,14.35,0.021802,1,one
around,50.58770274,1111,10.76,0.02705,1,one
the,50.91844874,1112,16.96,0.010946,1,one
hall,50.99028474,1113,10.42,0.000066137,5,three+
but,51.88824474,1114,14.57,0.0069071,1,one
they,52.05586374,1115,14.3,0.0029196,2,two
were,52.23545474,1116,13.41,0.00008418,1,one
all,52.38352774,1117,14.35,9.2003E-07,1,one
locked,52.61858474,1118,9.27,1.0107E-06,6,three+
and,53.51654374,1119,16.19,0.0044301,1,one
